Date,bitcoin,gold
2021/5/10,58280.73,1840.45
2021/5/11,55883.5,1829.1
2021/5/12,56750,1830.7
2021/5/13,49007.09,1821.8
2021/5/14,49702.27,1838.1
2021/5/15,49922.52,NA
2021/5/16,46736.58,NA
2021/5/17,46441.64,1853.7
2021/5/18,43596.24,1866.75
2021/5/19,42912.19,1888.45
2021/5/20,36964.27,1878.3
2021/5/21,40784.32,1875.9
2021/5/22,37280.35,NA
2021/5/23,37528.3,NA
2021/5/24,34754.54,1880.15
2021/5/25,38728.59,1887
2021/5/26,38410.5,1899.75
2021/5/27,39266.04,1891.45
2021/5/28,38445.29,1899.95
2021/5/29,35689.62,NA
2021/5/30,34647.67,NA
2021/5/31,35684.59,NA
2021/6/1,37310.54,1899.35
2021/6/2,36662.64,1902.75
2021/6/3,37585.24,1866.55
2021/6/4,39188.59,1890.6
2021/6/5,36885.51,NA
2021/6/6,35530.38,NA
2021/6/7,35816.17,1888.4
2021/6/8,33514.87,1893.15
2021/6/9,33450.19,1894.6
2021/6/10,37338.36,1888.65
2021/6/11,36704.57,1881.05
2021/6/12,37313.18,NA
2021/6/13,35494.9,NA
2021/6/14,39066.82,1865.6
2021/6/15,40525.8,1865.1
2021/6/16,40188.56,1860.75
2021/6/17,38324.87,1778.7
2021/6/18,38068.04,1773.1
2021/6/19,35729.82,NA
2021/6/20,35524.17,NA
2021/6/21,35592.35,1775.05
2021/6/22,31686.55,1775.05
2021/6/23,32447.59,1791.6
2021/6/24,33674.66,1784.85
2021/6/25,34639.38,1786.65
2021/6/26,31640.58,NA
2021/6/27,32160.91,NA
2021/6/28,34644.45,1780.3
2021/6/29,34456.67,1755.45
2021/6/30,35847.7,1763.15
2021/7/1,35047.36,1781.5
2021/7/2,33536.88,1786.15
2021/7/3,33856.86,NA
2021/7/4,34688.98,NA
2021/7/5,35309.3,1791.35
2021/7/6,33747.97,1809.85
2021/7/7,34211.01,1804.65
2021/7/8,33839.04,1807.7
2021/7/9,32877.41,1806
2021/7/10,33818.52,NA
2021/7/11,33515.57,NA
2021/7/12,34227.64,1792.4
2021/7/13,33158.25,1813.85
2021/7/14,32686.56,1823.2
2021/7/15,32814.61,1823.75
2021/7/16,31738.59,1824.3
2021/7/17,31421.25,NA
2021/7/18,31520.66,NA
2021/7/19,31783.49,1814.9
2021/7/20,30815.94,1823.05
2021/7/21,29790.24,1802.15
2021/7/22,32118.06,1799.45
2021/7/23,32297.89,1799.6
2021/7/24,33581.63,NA
2021/7/25,34279.34,NA
2021/7/26,35365.2,1800.2
2021/7/27,37318.14,1800.35
2021/7/28,39405.95,1796.6
2021/7/29,40002.53,1829.3
2021/7/30,40005.93,1825.75
2021/7/31,42214.15,NA
2021/8/1,41659.06,NA
2021/8/2,40000.46,1811.45
2021/8/3,39193.94,1812.65
2021/8/4,38138,1829.1
2021/8/5,39750.14,1800.75
2021/8/6,40882,1762.9
2021/8/7,42825.95,NA
2021/8/8,44634.13,NA
2021/8/9,43816.14,1738.85
2021/8/10,46333.46,1723.35
2021/8/11,45608.37,1743.6
2021/8/12,45611.46,1747.4
2021/8/13,44417.78,1773.85
2021/8/14,47833.98,NA
2021/8/15,47112.19,NA
2021/8/16,47056.41,1786.35
2021/8/17,45982.55,1789.45
2021/8/18,44648.57,1783.45
2021/8/19,44777.86,1782.05
2021/8/20,46734.65,1779.05
2021/8/21,49327.75,NA
2021/8/22,48932.02,NA
2021/8/23,49335.68,1802
2021/8/24,49523.5,1808.45
2021/8/25,47744.58,1788.7
2021/8/26,48972.09,1786.6
2021/8/27,46962.8,1798.5
2021/8/28,49056.86,NA
2021/8/29,48897.65,NA
2021/8/30,48806.78,NA
2021/8/31,47074.77,1814.85
2021/9/1,47155.87,1811.8
2021/9/2,48862.76,1812.55
2021/9/3,49329.01,1823.7
2021/9/4,50035.33,NA
2021/9/5,49947.38,NA
2021/9/6,51769.06,1821.6
2021/9/7,52677.4,1802.15
2021/9/8,46809.17,1786
2021/9/9,46078.38,1788.25
2021/9/10,46368.69,1794.6
